NPA,NXX,THOUSANDS,"COMPANY TYPE",OCN,COMPANY,LATA,RATECENTER,CLLI,STATE
201,290,9,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,291,,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,RCPKNJ02DS5,NJ,
201,294,,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,296,,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,296,0,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,296,1,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,296,2,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,296,3,IPES,508J,"CENTURYLINK COMMUNICATIONS, LLC",224,HACKENSACK,JRCYNJ67CMD,NJ,
201,296,4,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,296,5,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,296,6,CLEC,4948,"CABLEVISION LIGHTPATH, INC. - NJ",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,296,7,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,296,8,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,296,9,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,300,,CLEC,7229,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC",224,"FAIR LAWN",NWRKNJMDDS0,NJ,
201,300,0,CLEC,7229,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC",224,"FAIR LAWN",NWRKNJMDDS0,NJ,
201,300,1,CLEC,7229,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC",224,"FAIR LAWN",NWRKNJMDDS0,NJ,
201,300,2,CLEC,7229,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC",224,"FAIR LAWN",NWRKNJMDDS0,NJ,
201,300,3,CLEC,7229,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC",224,"FAIR LAWN",NWRKNJMDDS0,NJ,
201,300,4,CLEC,7229,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC",224,"FAIR LAWN",NWRKNJMDDS0,NJ,
201,300,5,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,"FAIR LAWN",WAYNNJAWCMS,NJ,
201,300,6,CLEC,4948,"CABLEVISION LIGHTPATH, INC. - NJ",224,"FAIR LAWN",NOCLLIKNOWN,NJ,
201,300,7,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,300,8,IPES,829J,"PAETEC ITEL, LLC",224,"FAIR LAWN",NWRKNJ02XMY,NJ,
201,300,9,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,"FAIR LAWN",WAYNNJAWCMS,NJ,
201,310,,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,314,,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,315,,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,321,,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,329,,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,329,0,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,329,1,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,329,2,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,329,3,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,329,4,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,329,5,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,329,6,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,329,7,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,329,8,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,329,9,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,334,,CLEC,4804,"LEVEL 3 COMMUNICATIONS, LLC - NJ",224,HACKENSACK,NWRKNJMDVMD,NJ,
201,334,0,CLEC,4804,"LEVEL 3 COMMUNICATIONS, LLC - NJ",224,HACKENSACK,NWRKNJMDVMD,NJ,
201,334,1,IPES,829J,"PAETEC ITEL, LLC",224,HACKENSACK,HCKNNJGRDS0,NJ,
201,334,2,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,334,3,IPES,829J,"PAETEC ITEL, LLC",224,HACKENSACK,NWRKNJ0209Z,NJ,
201,334,4,CLEC,4804,"LEVEL 3 COMMUNICATIONS, LLC - NJ",224,HACKENSACK,NWRKNJMDVMD,NJ,
201,334,5,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,334,6,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,334,7,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,334,8,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,334,9,CLEC,4804,"LEVEL 3 COMMUNICATIONS, LLC - NJ",224,HACKENSACK,NWRKNJMDVMD,NJ,
201,336,,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,336,0,CLEC,4804,"LEVEL 3 COMMUNICATIONS, LLC - NJ",224,HACKENSACK,NOCLLIKNOWN,NJ,
201,336,1,IPES,829J,"PAETEC ITEL, LLC",224,HACKENSACK,NWRKNJ0209Z,NJ,
201,336,2,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,336,3,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,336,4,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,336,5,CLEC,9003,"NETCARRIER TELECOM, INC. - NJ",224,HACKENSACK,NOCLLIKNOWN,NJ,
201,336,6,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,336,7,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,336,8,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,336,9,IPES,829J,"PAETEC ITEL, LLC",224,HACKENSACK,HCKNNJGRDS0,NJ,
201,342,,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,343,,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,359,,CLEC,4804,"LEVEL 3 COMMUNICATIONS, LLC - NJ",224,HACKENSACK,WHWKNJAN5MD,NJ,
201,359,0,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,359,1,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,359,2,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,359,3,CLEC,4804,"LEVEL 3 COMMUNICATIONS, LLC - NJ",224,HACKENSACK,WHWKNJAN5MD,NJ,
201,359,4,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,359,5,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,359,6,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,359,7,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,359,8,CLEC,325E,"YMAX COMMUNICATIONS CORP. - NJ",224,HACKENSACK,NOCLLIKNOWN,NJ,
201,359,9,CLEC,325E,"YMAX COMMUNICATIONS CORP. - NJ",224,HACKENSACK,NOCLLIKNOWN,NJ,
201,362,,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,362,0,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,362,1,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,362,2,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,362,3,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,362,4,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,362,5,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,362,6,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,362,7,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,362,8,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,362,9,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,364,,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,364,0,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,364,1,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,364,2,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,364,3,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,364,4,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,364,5,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,364,6,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,364,7,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,364,8,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,364,9,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,368,,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,RCPKNJ02DS5,NJ,
201,370,,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,373,,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,373,0,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,373,1,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,373,2,CLEC,118F,"BANDWIDTH.COM CLEC, LLC - NJ",224,HACKENSACK,NOCLLIKNOWN,NJ,
201,373,3,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,373,4,IPES,829J,"PAETEC ITEL, LLC",224,HACKENSACK,NWRKNJ10DS6,NJ,
201,373,5,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,373,6,CLEC,118F,"BANDWIDTH.COM CLEC, LLC - NJ",224,HACKENSACK,NOCLLIKNOWN,NJ,
201,373,7,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,373,8,IPES,829J,"PAETEC ITEL, LLC",224,HACKENSACK,HCKNNJGRDS0,NJ,
201,373,9,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,376,,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,376,0,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,376,1,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,376,2,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,376,3,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,376,4,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,376,5,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,376,6,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,376,7,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,376,8,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,376,9,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,382,,WIRELESS,6630,"USA MOBILITY WIRELESS, INC.",224,HACKENSACK,WAYNNJ081MD,NJ,
201,390,,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,394,,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,397,,CLEC,4804,"LEVEL 3 COMMUNICATIONS, LLC - NJ",224,HACKENSACK,WHWKNJAN5MD,NJ,
201,397,0,PCS,5562,"METROPCS, INC.",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,397,1,CLEC,4804,"LEVEL 3 COMMUNICATIONS, LLC - NJ",224,HACKENSACK,WHWKNJAN5MD,NJ,
201,397,2,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,397,3,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,397,4,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,397,5,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,397,6,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,397,7,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,397,8,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,397,9,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,398,,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,"FAIR LAWN",FRLNNJFLDS5,NJ,
201,398,0,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,"FAIR LAWN",FRLNNJFLDS5,NJ,
201,398,1,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,"FAIR LAWN",FRLNNJFLDS5,NJ,
201,398,2,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,"FAIR LAWN",FRLNNJFLDS5,NJ,
201,398,3,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,398,4,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,"FAIR LAWN",FRLNNJFLDS5,NJ,
201,398,5,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,398,6,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,398,7,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,"FAIR LAWN",FRLNNJFLDS5,NJ,
201,398,8,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,398,9,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,"FAIR LAWN",FRLNNJFLDS5,NJ,
201,403,,CLEC,7134,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NJ",224,HACKENSACK,NWRKNJ41DS0,NJ,
201,403,0,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,403,1,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,403,2,CLEC,7134,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NJ",224,HACKENSACK,NWRKNJ41DS0,NJ,
201,403,3,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,403,4,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,403,5,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,403,6,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,403,7,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,403,8,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,403,9,CLEC,7134,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NJ",224,HACKENSACK,NWRKNJ41DS0,NJ,
201,406,,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,410,,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,414,,CLEC,7229,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC",224,"FAIR LAWN",NBWKNJ17DS1,NJ,
201,414,0,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,414,1,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,414,2,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,414,3,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,414,4,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,414,5,CLEC,7229,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC",224,"FAIR LAWN",NBWKNJ17DS1,NJ,
201,414,6,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,414,7,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,414,8,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,414,9,CLEC,7229,"MCIMETRO ACCESS TRANSMISSION SERVICES LLC",224,"FAIR LAWN",NBWKNJ17DS1,NJ,
201,417,,WIRELESS,4036,"NEW CINGULAR WIRELESS PCS, LLC - DC",224,HACKENSACK,RCPKNJ02GT1,NJ,
201,421,,CLEC,7142,"TELEPORT COMMUNICATIONS AMERICA, LLC - NJ",224,"FAIR LAWN",RCPKNJ02DS1,NJ,
201,421,0,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,421,1,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,421,2,CLEC,7142,"TELEPORT COMMUNICATIONS AMERICA, LLC - NJ",224,"FAIR LAWN",RCPKNJ02DS1,NJ,
201,421,3,IPES,829J,"PAETEC ITEL, LLC",224,"FAIR LAWN",NWRKNJ0209Z,NJ,
201,421,4,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,421,5,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,421,6,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,421,7,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,421,8,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,421,9,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,"FAIR LAWN",NBWKNJ17QMD,NJ,
201,440,,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,LTFYNJLFDS5,NJ,
201,441,,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,441,0,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,441,1,IPES,073H,"TELNYX LLC",224,HACKENSACK,NOCLLIKNOWN,NJ,
201,441,2,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,441,3,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,441,4,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,441,5,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,441,6,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,441,7,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,441,8,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,441,9,RBOC,9206,"VERIZON NEW JERSEY, INC.",224,HACKENSACK,HCKNNJHKDS5,NJ,
201,446,,WIRELESS,6391,"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NJ",224,HACKENSACK,NBWKNJ17QMD,NJ,
201,449,,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,449,0,CLEC,325E,"YMAX COMMUNICATIONS CORP. - NJ",224,HACKENSACK,NOCLLIKNOWN,NJ,
201,449,1,CLEC,325E,"YMAX COMMUNICATIONS CORP. - NJ",224,HACKENSACK,NOCLLIKNOWN,NJ,
201,449,2,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,449,3,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,449,4,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,449,5,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,449,6,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,449,7,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
201,449,8,PCS,6623,"OMNIPOINT COMMUNICATIONS, INC. - NJ",224,HACKENSACK,WAYNNJAWCMS,NJ,
